"Opened Date","File Number","Sales Rep","Client Name","Product Type","Prod Type","Primary Property Address","File Status ","Closed Date","Sent To External Accounting","Loan Amount","Sales Price"
"Oct 5, 2021","10247790","Thomas Armas","Genuine Escrow","Loan: Title Only (Outside Escrow)","Loan","2266 Olive Avenue, Long Beach, CA  90806","Closed","Nov 23, 2021","Nov 18, 2021","300000.00","0.00"
"Oct 6, 2021","10247794","Hugo Lopez","Open Tree Escrow","Loan: Title Only (Outside Escrow)","Loan","1246 Massachusetts Avenue, Beaumont, CA  92223","Closed","Nov 1, 2021","","170000.00","0.00"
"Oct 6, 2021","10247798","Scott & Angeline","Lee Mortgage Advisors","Loan: Title and Escrow (N)","Loan","16961 Canyon Lane, Huntington Beach, CA  92649-4012","Closed","Oct 28, 2021","","500000.00","0.00"
"Oct 6, 2021","10247799","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","6287 Ancora Lane, (Mira Loma Area), Eastvale, CA  91752","Closed","Nov 18, 2021","Nov 17, 2021","356250.00","0.00"
"Oct 6, 2021","10247800","Mike Johnson","Right Choice Mortgage, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","11941 Muscovey Drive, Jurupa Valley, CA  91752","Closed","Nov 1, 2021","Nov 1, 2021","385000.00","0.00"
"Oct 6, 2021","10247803","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","19635 Castlebar Drive, Rowland Heights, CA  91748-3209","Cancelled","Jan 4, 2022","","1200000.00","0.00"
"Oct 6, 2021","10247806","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","14500 Oak Street, Saratoga, CA  95070","Closed","Nov 18, 2021","","629500.00","0.00"
"Oct 6, 2021","10247808","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","823 San Luis Rey Avenue, Coronado, CA  92118","Cancelled","Feb 7, 2022","","1481000.00","0.00"
"Oct 6, 2021","10247816","Sonia Flores","Urban Escrow Services","Loan: Title Only (Outside Escrow)","Loan","325 North New Avenue, Anaheim, CA  92806-3044","Closed","Nov 1, 2021","","526500.00","0.00"
"Oct 6, 2021","10247819","Maria Basilio","Real Estate Mortgage Exchange","Loan: Title Only (Outside Escrow)","Loan","4554 Cleland Avenue, Los Angeles, CA  90065","Closed","Dec 15, 2021","","115000.00","0.00"
"Oct 6, 2021","10247821","Scott & Angeline","Star Financial ISAOA","Loan:  Title and Escrow","Loan","420 Altair Place, (Venice Area), Los Angeles, CA  90291","Closed","Feb 17, 2022","","540000.00","0.00"
"Oct 6, 2021","10247822","Mike Johnson","Final Escrow, Inc.","Loan: Title Only (Outside Escrow)","Loan","1200 West 76th Street, Los Angeles, CA  90044","Closed","Nov 3, 2021","","260000.00","0.00"
"Oct 6, 2021","10247823","Sonia Flores","Escrow Quick","Loan: Title Only (Outside Escrow) (N)","Loan","10830 Sunnyslope Drive, Riverside, CA  92505","Closed","Dec 7, 2021","Dec 7, 2021","360000.00","0.00"
"Oct 6, 2021","10247828","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","6002 Carpenter Avenue (North Hollywood Area), Los Angeles, CA  91606-4704","Closed","Nov 2, 2021","Nov 1, 2021","685500.00","0.00"
"Oct 6, 2021","10247829","Cibeli Tregembo","Guild Mortgage","Loan: Title Only (Outside Escrow)","Loan","1628 Range Road, Oxnard, CA  93036","Cancelled","Jan 5, 2022","","565000.00","0.00"
"Oct 6, 2021","10247839","Hugo Lopez","LendUS","Loan: Title Only (Outside Escrow)","Loan","26881 Calle Maria, Mission Viejo, CA  92691","Closed","Nov 13, 2021","","608750.00","0.00"
"Oct 6, 2021","10247839","Hugo Lopez","LendUS","Loan: Title Only (Outside Escrow)","Loan","26881 Calle Maria, Mission Viejo, CA  92691","Closed","Nov 13, 2021","Nov 12, 2021","608750.00","0.00"
"Oct 6, 2021","10247846","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","561 Corte Gonzales, Vacaville, CA  95688","Closed","Nov 25, 2021","Nov 24, 2021","309000.00","0.00"
"Oct 6, 2021","10247849","Scott & Angeline","MC Funding, Inc.","Loan: Title and Escrow (N)","Loan","265 North Main Street, Orange, CA  92868","Closed","Nov 18, 2021","Nov 17, 2021","608000.00","0.00"
"Oct 6, 2021","10247852","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","1064 North La Cadena Drive, Colton, CA  92324","Policy Issued","","Oct 29, 2021","308000.00","0.00"
"Oct 6, 2021","10247858","Team Meza","Sapphire Escrow","Loan: Title Only (Outside Escrow)","Loan","121 East Denni Street, (Wilmington Area), Los Angeles, CA  90744","Cancelled","May 8, 2022","","359000.00","0.00"
"Oct 6, 2021","10247864","Scott & Angeline","West One Capital Group","Loan: Title and Escrow (N)","Loan","918 Bayfield Drive, San Dimas, CA  91773","Closed","Jan 21, 2022","Jan 20, 2022","636000.00","0.00"
"Oct 6, 2021","10247866","Mike Johnson","Fitzpatrick Capital","Loan: Title Only (Outside Escrow) (N)","Loan","3020 Browning Street, San Diego, CA  92106","Closed","Nov 6, 2021","Nov 5, 2021","865000.00","0.00"
"Oct 6, 2021","10247870","Michael Nouri","First National R. Mortgage Corp","Loan: Title Only (Outside Escrow)","Loan","5540 Las Virgenes Road, Unit 90, Calabasas, CA  91302","Closed","Dec 21, 2021","Dec 9, 2021","446000.00","0.00"
"Oct 6, 2021","10247872","Nini Kerns","Advanced Escrow Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","2447 19th Avenue, San Francisco, CA  94116","Cancelled","Jan 30, 2022","","2500000.00","0.00"
"Oct 6, 2021","10247873","Michael Nouri","First National R. Mortgage Corp","Loan: Title Only (Outside Escrow)","Loan","22100 Burbank Boulevard, Unit 232D, (Woodland Hills Area), Los Angeles, CA  91367","Closed","Dec 10, 2021","","278000.00","0.00"
"Oct 6, 2021","10247879","Team RS","Lotus Escrow","Loan: Title Only (Outside Escrow)","Loan","9601 Carrillo Avenue, Montclair, CA  91763","Cancelled","Jan 6, 2022","","348000.00","0.00"
"Oct 6, 2021","10247883","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","1005 West Occidental Street, Santa Ana, CA  92707","Closed","Nov 9, 2021","Nov 8, 2021","340000.00","0.00"
"Oct 6, 2021","10247886","Scott & Angeline","West One Capital Group","Loan: Title and Escrow (N)","Loan","3057 Fairmont Avenue, Stockton, CA  95206","Closed","Jun 1, 2022","May 31, 2022","295750.00","0.00"
"Oct 6, 2021","10247887","Team Meza","Empower Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","1215 North Stimson Avenue, La Puente, CA  91744","Cancelled","Jan 10, 2022","","181000.00","0.00"
"Oct 6, 2021","10247890","Linda Ruiz","Unity West Lending","Loan:  Title and Escrow","Loan","3601 Rancho Del Monico Road, Covina, CA  91724","Closed","Nov 2, 2021","Nov 2, 2021","89900.00","0.00"
"Oct 6, 2021","10247891","Mike Johnson","Netco Title - Escrow Division","Loan: Title Only (Outside Escrow) (N)","Loan","670 Black Hills Drive, Claremont, CA  91711","Closed","Nov 2, 2021","","528000.00","0.00"
"Oct 6, 2021","10247892","Scott & Angeline","Final Escrow, Inc.","Loan: Title Only (Outside Escrow)","Loan","17390 Cochise Street, Hesperia, CA  92345","Cancelled","Jan 10, 2022","","329000.00","0.00"
"Oct 6, 2021","10247896","Richard Bohn","Better Loans & Realty *","Loan:  Title and Escrow","Loan","VACANT LAND, Oceanside, CA  92051","Cancelled","Dec 28, 2021","","10.00","0.00"
"Oct 6, 2021","10247900","In House - SoCal Ventura","Ez Fundings","Loan: Title Only (Outside Escrow)","Loan","10177 Canyon Vista Road, Moreno Valley, CA  92557","Policy Issued","","","420000.00","0.00"
"Oct 6, 2021","10247904","Scott & Angeline","Diamond Global Escrow","Loan: Title Only (Outside Escrow)","Loan","312 East Linda Vista Avenue, Alhambra, CA  91801","Closed","Nov 19, 2021","","546250.00","0.00"
"Oct 6, 2021","10247904","Scott & Angeline","Diamond Global Escrow","Loan: Title Only (Outside Escrow)","Loan","312 East Linda Vista Avenue, Alhambra, CA  91801","Closed","Nov 19, 2021","Nov 18, 2021","546250.00","0.00"
"Oct 6, 2021","10247905","Linda Ruiz","1st Class Financial","Loan: Title Only (Outside Escrow) (N)","Loan","10081 Shady View Street, Riverside, CA  92503","Cancelled","Oct 8, 2021","","413000.00","0.00"
"Oct 6, 2021","10247908","Vincent Zarian","Vip Trust Deed Company","Loan: Title Only (Outside Escrow)","Loan","2015 Montrose Avenue, Montrose, CA  91020","Closed","Nov 11, 2021","","60000.00","0.00"
"Oct 7, 2021","10247910","Michael Nouri","Target Home Loans","Loan: Title Only (Outside Escrow)","Loan","6528 Teesdale Avenue, (North Hollywood Area), Los Angeles, CA  91606","Cancelled","Jan 6, 2022","","225000.00","0.00"
"Oct 7, 2021","10247920","Linda Ruiz","Equinox Lending","Loan: Title Only (Outside Escrow)","Loan","302 South Franklin Street, Santa Ana, CA  92703-4447","Closed","Mar 8, 2022","Mar 7, 2022","350000.00","0.00"
"Oct 7, 2021","10247923","Sonia Flores","Prominent Escrow Services","Loan: Title Only (Outside Escrow)","Loan","2166 Talbert Drive, Chico, CA  95928","Closed","Jan 4, 2022","","312750.00","0.00"
"Oct 7, 2021","10247924","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","567 Granada Street, Soledad, CA  93960-2534","Closed","Dec 4, 2021","","393000.00","0.00"
"Oct 7, 2021","10247925","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","1218-1220 East 120th Street, Los Angeles, CA  90059-2805","Closed","Dec 6, 2021","Dec 3, 2021","431250.00","0.00"
"Oct 7, 2021","10247928","Nini Kerns","Kam Financial & Realty, Inc.","Loan: Title Only (Outside Escrow)","Loan","302 West Winston Road, Anaheim, CA  92805-6038","Closed","Apr 2, 2022","","366000.00","0.00"
"Oct 7, 2021","10247929","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","4019 East 56th Street, Maywood, CA  90270","Closed","Mar 3, 2022","","399040.00","0.00"
"Oct 7, 2021","10247930","Mike Johnson","Great American Financial","Loan: Title Only (Outside Escrow) (N)","Loan","1792 North Wychoff Avenue, Simi Valley, CA  93063","Closed","Nov 11, 2021","Nov 10, 2021","612000.00","0.00"
"Oct 7, 2021","10247931","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","3302 W Brady Avenue, Anaheim, CA  92804","Cancelled","Feb 17, 2022","","483312.00","0.00"
"Oct 7, 2021","10247935","Michael Nouri","LoanDepot","Loan: Title Only (Outside Escrow)","Loan","451 South Camden Drive, Beverly Hills, CA  90212","Closed","Dec 29, 2021","Dec 13, 2021","2450000.00","0.00"
"Oct 7, 2021","10247936","Scott & Angeline","Exceed Lending","Loan: Title Only (Outside Escrow)","Loan","5354 Mariner Lane, Chino, CA  91710","Closed","Feb 11, 2022","","457000.00","0.00"
"Oct 7, 2021","10247936","Scott & Angeline","Exceed Lending","Loan: Title Only (Outside Escrow)","Loan","5354 Mariner Lane, Chino, CA  91710","Closed","Feb 11, 2022","Nov 9, 2021","457000.00","0.00"
"Oct 7, 2021","10247937","Scott & Angeline","Detail Escrow Inc","Loan: Title Only (Outside Escrow)","Loan","11156 North Desert Whisper Way, Tucson, AZ  85737","Closed","Dec 27, 2021","","797000.00","0.00"
"Oct 7, 2021","10247938","Malay Wadhwa","Banc Mortgage, Inc","Loan: Title Only (Outside Escrow)","Loan","45016 43rd St W, Lancaster, CA  93536","Cancelled","Jan 31, 2022","","330000.00","0.00"
"Oct 7, 2021","10247939","Nini Kerns","Smart Choice Realty & Mortgage","Loan: Title Only (Outside Escrow)","Loan","914 Patronella Avenue, Torrance, CA  90503-5242","Closed","Dec 2, 2021","","500000.00","0.00"
"Oct 7, 2021","10247940","Scott & Angeline","Mountain West Financial","Loan:  Title and Escrow","Loan","1066 41st Avenue, Unit G202, Capitola, CA  95010-3955","Closed","Dec 3, 2021","","344000.00","0.00"
"Oct 7, 2021","10247941","Scott & Angeline","Diamond Global Escrow","Loan: Title Only (Outside Escrow)","Loan","343 West Central Avenue, Unit A, Monrovia, CA  91016","Closed","Jan 5, 2022","","250000.00","0.00"
"Oct 7, 2021","10247941","Scott & Angeline","Diamond Global Escrow","Loan: Title Only (Outside Escrow)","Loan","343 West Central Avenue, Unit A, Monrovia, CA  91016","Closed","Jan 5, 2022","Jan 3, 2022","250000.00","0.00"
"Oct 7, 2021","10247942","Scott & Angeline","Mares Mortgage","Loan: Title Only (Outside Escrow)","Loan","1150 West Phillips Street, Unit 111, Ontario, CA  91762","Closed","Dec 21, 2021","","220000.00","0.00"
"Oct 7, 2021","10247946","Scott & Angeline","Mares Mortgage","Loan: Title Only (Outside Escrow)","Loan","5238 Clair Street, Montclair, CA  91763","Closed","Dec 20, 2021","Dec 17, 2021","100000.00","0.00"
"Oct 7, 2021","10247950","Team Meza","Telegraph Escrow Inc","Loan: Title Only (Outside Escrow)","Loan","9439 Friendship Avenue, Pico Rivera, CA  90660","Closed","Dec 10, 2021","","324000.00","0.00"
"Oct 7, 2021","10247951","Al Alfonso","Reali Escrow Inc","Loan: Title Only (Outside Escrow) (N)","Loan","13502 and 13506 Ramona Boulevard, Baldwin Park, CA  91706-3903","Closed","Nov 15, 2021","","369800.00","0.00"
"Oct 7, 2021","10247951","Al Alfonso","Reali Escrow Inc","Loan: Title Only (Outside Escrow) (N)","Loan","13502 and 13506 Ramona Boulevard, Baldwin Park, CA  91706-3903","Closed","Nov 15, 2021","Nov 12, 2021","369800.00","0.00"
"Oct 7, 2021","10247952","Justin Nouri","Calabasas Escrow","Loan: Title Only (Outside Escrow)","Loan","2220 Avenue Of The Stars, Unit 2705, Los Angeles, CA  90067","Cancelled","Jan 11, 2022","","650000.00","0.00"
"Oct 7, 2021","10247956","Michael Nouri","1st Choice Lending & Real Estate, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","13011 Fenton Avenue, (Sylmar Area), Los Angeles, CA  91342","Cancelled","Jan 12, 2022","","540000.00","0.00"
"Oct 7, 2021","10247958","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","1116 Corte Barroso, Camarillo, CA  93010","Closed","Nov 15, 2021","Nov 10, 2021","930000.00","0.00"
"Oct 7, 2021","10247960","Michael Nouri","Loan America","Loan: Title Only (Outside Escrow) (N)","Loan","5722 El Canon Avenue, (Woodland Hills Area), Los Angeles, CA  91367","Closed","Dec 16, 2021","Dec 1, 2021","1104500.00","0.00"
"Oct 7, 2021","10247961","Enrique Aguilar","Premier One Escrow","Loan: Title Only (Outside Escrow)","Loan","794 Targa Lane, Beaumont, CA  92223","Closed","Nov 17, 2021","Nov 16, 2021","378000.00","0.00"
"Oct 7, 2021","10247962","Justin Nouri","Calabasas Escrow","Loan: Title Only (Outside Escrow)","Loan","10734 National Boulevard, Los Angeles, CA  90064","Closed","Nov 18, 2021","Nov 17, 2021","363000.00","0.00"
"Oct 7, 2021","10247966","Team Meza","New American Funding","Loan: Title Only (Outside Escrow) (N)","Loan","24285 Dracaea Avenue, Moreno Valley, CA  92553","Closed","Nov 17, 2021","","140000.00","0.00"
"Oct 7, 2021","10247966","Team Meza","New American Funding","Loan: Title Only (Outside Escrow) (N)","Loan","24285 Dracaea Avenue, Moreno Valley, CA  92553","Closed","Nov 17, 2021","Nov 16, 2021","140000.00","0.00"
"Oct 7, 2021","10247968","Team Meza","Telegraph Escrow Inc","Loan: Title Only (Outside Escrow)","Loan","8946 Orchard Avenue, Los Angeles, CA  90044","Cancelled","Jan 10, 2022","","485000.00","0.00"
"Oct 7, 2021","10247969","Michael Nouri","Pro-Active Escrow Inc.","Loan: Title Only (Outside Escrow)","Loan","15720 Mimosa Court, Fontana, CA  92336","Closed","Dec 21, 2021","","472500.00","0.00"
"Oct 7, 2021","10247972","Michael Nouri","Pro-Active Escrow Inc.","Loan: Title Only (Outside Escrow)","Loan","12332 Halo Drive, Lynwood, CA  90262-5423","Closed","Nov 4, 2021","","336000.00","0.00"
"Oct 7, 2021","10247972","Michael Nouri","Pro-Active Escrow Inc.","Loan: Title Only (Outside Escrow)","Loan","12332 Halo Drive, Lynwood, CA  90262-5423","Closed","Nov 4, 2021","Nov 3, 2021","336000.00","0.00"
"Oct 7, 2021","10247974","Nicholas J Watt","Corner Escrow","Loan: Title Only (Outside Escrow)","Loan","1767 Russell Place, Pomona, CA  91767","Cancelled","Jan 6, 2022","","480000.00","0.00"
"Oct 7, 2021","10247977","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","28635 Hoylake Court (Sun City Area), Menifee, CA  92586","Closed","Oct 27, 2021","","232000.00","0.00"
"Oct 7, 2021","10247980","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","903 Bilton Way, San Gabriel, CA  91776","Closed","Nov 5, 2021","Nov 5, 2021","345000.00","0.00"
"Oct 7, 2021","10247981","Malay Wadhwa","Cal Mutual","Loan: Title Only (Outside Escrow) (N)","Loan","9930 Swinton Avenue, (North Hills Area), Los Angeles, CA  91343","Closed","Nov 23, 2021","","444500.00","0.00"
"Oct 7, 2021","10247984","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","8626 Garibaldi Avenue, San Gabriel, CA  91775","Closed","Nov 4, 2021","Nov 3, 2021","205000.00","0.00"
"Oct 7, 2021","10247988","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","19932 Crestknoll Drive, Yorba Linda, CA  92886-6010","Closed","Nov 17, 2021","","498000.00","0.00"
"Oct 7, 2021","10247995","Bibi Blanchette","Corner Escrow","Loan: Title Only (Outside Escrow)","Loan","2851 Rolling Hills Drive, Unit 147, Fullerton, CA  92835","Cancelled","Jan 10, 2022","","98000.00","0.00"
"Oct 7, 2021","10247996","Mike Johnson","Netco Title - Escrow Division","Loan: Title Only (Outside Escrow) (N)","Loan","111 Beverly Drive, San Carlos, CA  94070","Closed","Dec 2, 2021","","1897000.00","0.00"
"Oct 7, 2021","10247997","Sonia Flores","Coast Funding Group","Loan: Title Only (Outside Escrow) (N)","Loan","6015 Gage Avenue, Unit 3, Bell Gardens, CA  90201","Closed","Nov 4, 2021","","244000.00","0.00"
"Oct 7, 2021","10247998","Corey Velasquez","Logix Federal Credit Union","Loan:  Title and Escrow","Loan","16341 Sloan Drive, Los Angeles, CA  90049","Cancelled","Nov 3, 2021","","250000.00","0.00"
"Oct 7, 2021","10248001","Mike Johnson","Netco Title - Escrow Division","Loan: Title Only (Outside Escrow) (N)","Loan","118 Camino Ruiz, Camarillo, CA  93012","Closed","Dec 17, 2021","","225000.00","0.00"
"Oct 7, 2021","10248001","Mike Johnson","Netco Title - Escrow Division","Loan: Title Only (Outside Escrow) (N)","Loan","118 Camino Ruiz, Camarillo, CA  93012","Closed","Dec 17, 2021","Dec 15, 2021","225000.00","0.00"
"Oct 7, 2021","10248002","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","8565 Attica Drive, Riverside, CA  92508","Closed","Nov 20, 2021","","280000.00","0.00"
"Oct 7, 2021","10248004","Thomas Armas","Genuine Escrow","Loan: Title Only (Outside Escrow)","Loan","13272 Saratoga Place, Chino, CA  91710","Closed","Nov 17, 2021","","400000.00","0.00"
"Oct 7, 2021","10248007","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","147 Excursion, Irvine, CA  92618","Closed","Nov 23, 2021","","572000.00","0.00"
"Oct 7, 2021","10248009","Bibi Blanchette","Wells Fargo Home Mortgage","Loan: Title Only (Outside Escrow)","Loan","449 North La Reina Street, Anaheim, CA  92801-4947","Closed","Dec 1, 2021","","180000.00","0.00"
"Oct 7, 2021","10248010","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","50 Rockrose, Aliso Viejo, CA  92656","Closed","Nov 16, 2021","Nov 15, 2021","822375.00","0.00"
"Oct 7, 2021","10248011","Team Meza","Empower Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","16544 Bayleaf Lane, Fontana, CA  92337","Closed","Nov 2, 2021","","548250.00","0.00"
"Oct 7, 2021","10248011","Team Meza","Empower Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","16544 Bayleaf Lane, Fontana, CA  92337","Closed","Nov 2, 2021","Nov 2, 2021","548250.00","0.00"
"Oct 7, 2021","10248012","Team Meza","Green Forest Escrow","Loan: Title Only (Outside Escrow)","Loan","212 South Eucalyptus Avenue, Inglewood, CA  90301","Closed","Jan 4, 2022","Dec 30, 2021","428000.00","0.00"
"Oct 7, 2021","10248024","Malay Wadhwa","1st Choice Lending & Real Estate, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","7330 Lindley Avenue, (Reseda Area), Los Angeles, CA  91335","Cancelled","Mar 1, 2022","","680000.00","0.00"
"Oct 7, 2021","10248025","Nicholas J Watt","Iron Key Escrow, Inc","Loan: Title Only (Outside Escrow)","Loan","1045 Beryl Street, San Diego, CA  92109","Closed","Oct 22, 2021","Oct 21, 2021","215000.00","0.00"
"Oct 7, 2021","10248029","Scott & Angeline","West One Capital Group","Loan:  Title and Escrow","Loan","10173 West Puget Avenue, Peoria, AZ  85345","Closed","Dec 4, 2021","","388500.00","0.00"
"Oct 8, 2021","10248035","David Gomez","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","13218 Cortez Court, Rancho Cucamonga, CA  91739","Closed","Jan 5, 2022","Jan 4, 2022","548250.00","0.00"
"Oct 8, 2021","10248038","Michael Nouri","Right On Escrow","Loan: Title Only (Outside Escrow)","Loan","726 Foothill Road, Beverly Hills, CA  90210","Cancelled","Oct 11, 2021","","878000.00","0.00"
"Oct 8, 2021","10248039","Michael Nouri","Right On Escrow","Loan: Title Only (Outside Escrow)","Loan","726 Foothill Road, Beverly Hills, CA  90210-3405","Cancelled","May 10, 2022","","1400000.00","0.00"
"Oct 8, 2021","10248042","Sonia Flores","Coast Funding Group","Loan: Title Only (Outside Escrow) (N)","Loan","2124 North Valley Street, Burbank, CA  91505-1328","Cancelled","Jan 7, 2022","","595000.00","0.00"
"Oct 8, 2021","10248048","Mike Johnson","Purpose Funding","Loan: Title Only (Outside Escrow) (N)","Loan","23001 Springwater, Lake Forest, CA  92630","Closed","Oct 28, 2021","","660000.00","0.00"
"Oct 8, 2021","10248051","Sonia Flores","Milestone Escrow","Loan: Title Only (Outside Escrow)","Loan","555 West 28th Street, San Bernardino, CA  92405","Cancelled","Jan 7, 2022","","420000.00","0.00"
"Oct 8, 2021","10248053","Sonia Flores","American Financial Network Inc","Loan: Title Only (Outside Escrow)","Loan","2154 West Huntington Avenue, Anaheim, CA  92801","Closed","Nov 23, 2021","Nov 23, 2021","449800.00","0.00"
"Oct 8, 2021","10248055","Sonia Flores","Milestone Escrow","Loan: Title Only (Outside Escrow)","Loan","8842 Blossom Avenue, Garden Grove, CA  92841","Cancelled","Jun 16, 2022","","250000.00","0.00"
"Oct 8, 2021","10248058","Linda Ruiz","Dos Rodriguez Inc.","Loan: Title Only (Outside Escrow)","Loan","929 West Grand Boulevard, Corona, CA  92882","Closed","Nov 17, 2021","Nov 16, 2021","380500.00","0.00"
"Oct 8, 2021","10248065","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2599 Belmont Terrace, Fremont, CA  94539-8359","Closed","Dec 6, 2021","Dec 3, 2021","491450.00","0.00"
"Oct 8, 2021","10248069","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","1482 Vigilant Street, Upland, CA  91784","Closed","Nov 6, 2021","Oct 28, 2021","625000.00","0.00"
"Oct 8, 2021","10248070","Team RS","Lotus Escrow","Loan: Title Only (Outside Escrow)","Loan","9855 Ridge Boulevard, California City, CA  93505","Closed","Feb 15, 2022","","267750.00","0.00"
"Oct 8, 2021","10248071","Lisa Lee","Central Financial Lending","Loan: Title Only (Outside Escrow)","Loan","1440 Bella Vista Drive, La Habra Heights, CA  90631","Cancelled","Jan 9, 2022","","1280000.00","0.00"
"Oct 8, 2021","10248072","Michael Nouri","VIP Bankers Inc.","Loan: Title Only (Outside Escrow)","Loan","7950 Vanalden Avenue (Reseda Area), Los Angeles, CA  91335","Closed","Nov 20, 2021","","557000.00","0.00"
"Oct 8, 2021","10248073","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","3726 Mastodon Court, Carlsbad, CA  92010","Closed","Nov 4, 2021","Oct 29, 2021","577000.00","0.00"
"Oct 8, 2021","10248074","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","5537 Heritage Oak Drive, (Trabuco Canyon Area), Lake Forest, CA  92679","Cancelled","Jan 9, 2022","","878000.00","0.00"
"Oct 8, 2021","10248080","Mike Johnson","Kalogiannis Financial","Loan: Title and Escrow (N)","Loan","3103 Ibsen Street, San Diego, CA  92106","Closed","Dec 2, 2021","","810000.00","0.00"
"Oct 8, 2021","10248091","Mike Johnson","Right Choice Mortgage, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","1405 Sherwood Drive, Turlock, CA  95380","Closed","Nov 29, 2021","","260000.00","0.00"
"Oct 8, 2021","10248092","Team Meza","Empower Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","337 West 2nd Street, San Dimas, CA  91773-2029","Closed","Oct 27, 2021","Oct 25, 2021","372000.00","0.00"
"Oct 8, 2021","10248098","Scott & Angeline","Glen Oaks Escrow","Loan: Title Only (Outside Escrow)","Loan","216 North Ynez Avenue, Monterey Park, CA  91754","Cancelled","Jan 10, 2022","","450000.00","0.00"
"Oct 8, 2021","10248101","Richard Bohn","Fundamerica Mortgage","Loan: Title Only (Outside Escrow)","Loan","18600 Arminta Street, (Reseda Area), Los Angeles, CA  91335","Closed","Dec 18, 2021","Dec 16, 2021","609000.00","0.00"
"Oct 8, 2021","10248104","Michael Nouri","Mega Capital Funding, Inc.","Loan: Title Only (Outside Escrow)","Loan","20331 Payeras Street (Chatsworth Area), Los Angeles, CA  91311","Closed","Nov 8, 2021","Nov 5, 2021","417000.00","0.00"
"Oct 8, 2021","10248105","Mike Johnson","Netco Title - Escrow Division","Loan: Title Only (Outside Escrow) (N)","Loan","3751 Tracy Street, Los Angeles, CA  90027","Cancelled","Jan 9, 2022","","500000.00","0.00"
"Oct 8, 2021","10248113","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","1628 East 215th Place, Carson, CA  90745","Closed","Nov 19, 2021","","532000.00","0.00"
"Oct 8, 2021","10248114","Scott & Angeline","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","134 East Ramona Street, Ventura, CA  93001","Closed","Nov 5, 2021","","560000.00","0.00"
"Oct 8, 2021","10248115","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","1040 Happy Valley Avenue, San Jose, CA  95129-3217","Closed","Nov 5, 2021","","470000.00","0.00"
"Oct 8, 2021","10248116","Corey Velasquez","Avenue Mortgage","Loan: Title Only (Outside Escrow)","Loan","14930 Lemoli Avenue, Unit 1, Gardena, CA  90249","Closed","Nov 30, 2021","","386000.00","0.00"
"Oct 8, 2021","10248117","Mike Johnson","Right Choice Mortgage, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","10626 Fernglen Avenue, Tujunga, CA  91042","Closed","Nov 24, 2021","Nov 23, 2021","540000.00","0.00"
